ID,YardName,Polygon_WKT,Main_Direction
2549,SUNNYSIDE,"POLYGON ((-94.16563233019856 30.07063424981998, -94.12443977671698 30.07686335828813, -94.11559740506367 30.07625709447615, -94.14880883163777 30.0715537266907, -94.16563233019856 30.07063424981998))","((-94.16563233019856, 30.070634249819978), (-94.11559740506367, 30.076257094476148))"
2550,TACOMA (UP),"POLYGON ((-122.4022177595028 47.24089191391398, -122.4033035209946 47.24025109875391, -122.427327751612 47.24744560674477, -122.4257749315163 47.24872093695944, -122.4022177595028 47.24089191391398))","((-122.40221775950276, 47.24089191391398), (-122.42732775161195, 47.24744560674477))"
2551,TAYLOR,"POLYGON ((-97.43589518036632 30.5654556502654, -97.43593567602373 30.56635297331552, -97.40641702833521 30.56762743352675, -97.41275056669357 30.56625076783789, -97.43589518036632 30.5654556502654))","((-97.43589518036632, 30.565455650265402), (-97.40641702833521, 30.56762743352675))"
2552,TEXARKANA,"POLYGON ((-94.04283276919304 33.41773899780246, -94.04327417059267 33.41998274912479, -94.02222451052911 33.43559716264578, -94.03705050591068 33.42001067591502, -94.04283276919304 33.41773899780246))","((-94.04283276919304, 33.41773899780246), (-94.02222451052911, 33.435597162645784))"
2553,TEXARKANA,"POLYGON ((-94.04988088331307 33.41612837438257, -94.04862613039661 33.417885936365, -94.04256736296723 33.41986381282694, -94.04231374546701 33.41777104100667, -94.04988088331307 33.41612837438257))","((-94.04988088331307, 33.416128374382566), (-94.04256736296723, 33.41986381282694))"
2554,TEXARKANA UP (SSW),"POLYGON ((-94.04282329067088 33.41715355592551, -94.04296445741869 33.4184115683253, -94.02690392844251 33.42178459940145, -94.02762719888189 33.42104554623411, -94.04282329067088 33.41715355592551))","((-94.04282329067088, 33.41715355592551), (-94.02690392844251, 33.42178459940145))"
2555,TEXARKANA UP(SSW),"POLYGON ((-94.04242650239681 33.41772775013143, -94.04271614111998 33.41857351099467, -94.04029739275697 33.41878190950107, -94.04051949337024 33.4181868068972, -94.04242650239681 33.41772775013143))","((-94.04271614111998, 33.41857351099467), (-94.04029739275697, 33.41878190950107))"
2556,TEXARKANA UP(SSW),"POLYGON ((-94.05008821113725 33.41511991739896, -94.05193579446481 33.41578012342848, -94.04211359577843 33.41833413515099, -94.04540550700655 33.41606230787787, -94.05008821113725 33.41511991739896))","((-94.05193579446481, 33.415780123428476), (-94.04211359577843, 33.41833413515099))"
2557,THE DALLES YARD,"POLYGON ((-121.1680441642449 45.59670261521952, -121.1765074046358 45.59957087975763, -121.1410657804366 45.60046571172234, -121.1508945899232 45.59732139747978, -121.1680441642449 45.59670261521952))","((-121.17650740463576, 45.59957087975763), (-121.1410657804366, 45.600465711722336))"
2558,TITANIUM MINERALS,"POLYGON ((-115.0148847518968 36.03845950839216, -115.0172908086543 36.03909756565551, -115.0107739339304 36.03926716027194, -115.0111236227792 36.03872812823039, -115.0148847518968 36.03845950839216))","((-115.01729080865428, 36.03909756565551), (-115.01077393393042, 36.03926716027194))"
2559,TOWER 55,"POLYGON ((-97.34882647449935 32.73738482893962, -97.33509634798251 32.74535692080673, -97.32084485506914 32.74679436675626, -97.32216324258144 32.74488764050723, -97.34882647449935 32.73738482893962))","((-97.34882647449935, 32.737384828939625), (-97.32084485506914, 32.74679436675626))"
2560,TRACY YARD,"POLYGON ((-121.4197496106299 37.73551141006435, -121.4200525374066 37.73635687680142, -121.3805683345554 37.75098512287483, -121.3835391485086 37.74909031681768, -121.4197496106299 37.73551141006435))","((-121.4197496106299, 37.73551141006435), (-121.3805683345554, 37.75098512287483))"
2561,TUCSON YARD,"POLYGON ((-110.9150402551545 32.19058367783307, -110.934478188269 32.19722997661685, -110.953102852714 32.2135137581021, -110.9524818197025 32.21366531595037, -110.9150402551545 32.19058367783307))","((-110.91504025515452, 32.19058367783307), (-110.95310285271395, 32.213513758102096))"
2562,TYLER,"POLYGON ((-95.29862854615052 32.3543907107846, -95.30059221896107 32.35497126031743, -95.2796019919403 32.36894402445648, -95.28887060693772 32.35591603295773, -95.29862854615052 32.3543907107846))","((-95.30059221896107, 32.354971260317434), (-95.2796019919403, 32.36894402445648))"
2563,UNION STOCK YARD,"POLYGON ((-95.94974717225857 41.20475569984287, -95.95058092568996 41.20443309344303, -95.95727426399721 41.21871452630994, -95.95578905842316 41.21847401700524, -95.94974717225857 41.20475569984287))","((-95.94974717225857, 41.20475569984287), (-95.9572742639972, 41.21871452630994))"
2564,UP AUTO-TRANSFER TERMINAL YARD,"POLYGON ((-117.5072212537558 34.00811891583802, -117.5216304744251 34.00746982299015, -117.5243542264745 34.01685122596106, -117.5237468916908 34.01703115190752, -117.5072212537558 34.00811891583802))","((-117.50722125375584, 34.00811891583802), (-117.52435422647446, 34.01685122596106))"
2565,UP MEAD YARD,"POLYGON ((-118.2381640345844 33.77956794626927, -118.2346812601489 33.78173299707407, -118.2217497831472 33.78185845235825, -118.2221466086404 33.78136802159386, -118.2381640345844 33.77956794626927))","((-118.23816403458436, 33.77956794626927), (-118.22174978314717, 33.78185845235825))"
2566,VALLA YARD,"POLYGON ((-118.054357078323 33.9573542810145, -118.0620919103733 33.95782073164361, -118.0616165308148 33.96115696098742, -118.0607845785699 33.96155224275719, -118.054357078323 33.9573542810145))","((-118.054357078323, 33.957354281014496), (-118.06161653081477, 33.961156960987424))"
2567,VALLEY,"POLYGON ((-90.13371916105909 38.57787324887584, -90.13438316178558 38.5772771234226, -90.15447660037864 38.5956377370609, -90.14187061089737 38.58818365039139, -90.13371916105909 38.57787324887584))","((-90.13371916105909, 38.57787324887584), (-90.15447660037864, 38.5956377370609))"
2568,VALLEY,"POLYGON ((-115.0677045248217 36.26981577871616, -115.0741286946814 36.26952377686139, -115.0755169560858 36.2700955949752, -115.0680759752115 36.27749290342484, -115.0677045248217 36.26981577871616))","((-115.07551695608579, 36.270095594975196), (-115.06807597521154, 36.27749290342484))"
2569,VAN ASSELT,"POLYGON ((-122.316819317254 47.55121806710754, -122.3173136161946 47.55047342694265, -122.3191085320283 47.55237841969992, -122.3185076266748 47.55257392182493, -122.316819317254 47.55121806710754))","((-122.31731361619461, 47.55047342694265), (-122.31910853202831, 47.55237841969992))"
2570,VAN BUREN,"POLYGON ((-94.34259433503121 35.42733443357177, -94.35216144946709 35.42880837523126, -94.3598182091133 35.4353878684184, -94.32999738305587 35.43365878851757, -94.34259433503121 35.42733443357177))","((-94.3598182091133, 35.4353878684184), (-94.32999738305587, 35.43365878851757))"
2571,VENICE,"POLYGON ((-90.17221185691979 38.66045483641933, -90.1750367352785 38.6714590790368, -90.17302082125066 38.68021948791205, -90.17257211278978 38.67977870465213, -90.17221185691979 38.66045483641933))","((-90.17221185691979, 38.660454836419326), (-90.17302082125066, 38.68021948791205))"
2572,VENICE,"POLYGON ((-90.16359550844501 38.64101362354779, -90.17355504071185 38.65903787212147, -90.17321770321897 38.66086119522785, -90.16839632447358 38.65302197540597, -90.16359550844501 38.64101362354779))","((-90.16359550844501, 38.64101362354779), (-90.17321770321897, 38.66086119522785))"
2573,VILLA GROVE,"POLYGON ((-88.17875368720479 39.84900348114829, -88.17918513283387 39.84978924583516, -88.16132388697763 39.86053022392037, -88.16416922666014 39.8577117629705, -88.17875368720479 39.84900348114829))","((-88.17875368720479, 39.849003481148294), (-88.16132388697763, 39.86053022392037))"
2574,VIOLA,"POLYGON ((-97.49887388717156 27.82731564343561, -97.49940949537709 27.82659815203944, -97.51104364748556 27.83457720586921, -97.50816212292919 27.83374895573513, -97.49887388717156 27.82731564343561))","((-97.49887388717156, 27.82731564343561), (-97.51104364748556, 27.834577205869213))"
2575,WARM SPRINGS YARD,"POLYGON ((-121.9271542573397 37.47940589407457, -121.9439155055621 37.49640757598006, -121.9417347648708 37.50574695116708, -121.9391615968965 37.50239654636496, -121.9271542573397 37.47940589407457))","((-121.92715425733974, 37.479405894074574), (-121.94173476487082, 37.505746951167076))"
2576,WATSONVILLE YARD,"POLYGON ((-121.7466727522762 36.89076864194998, -121.7476553951988 36.89590260284481, -121.7161336815051 36.90115852820794, -121.7164240628862 36.90059897960298, -121.7466727522762 36.89076864194998))","((-121.7466727522762, 36.89076864194998), (-121.71613368150508, 36.901158528207944))"
2577,WAUKEGAN (UP),"POLYGON ((-87.82734098727886 42.36307436505898, -87.82821842298361 42.36326489641272, -87.82608056196138 42.37238234647971, -87.82571264889035 42.37186980931347, -87.82734098727886 42.36307436505898))","((-87.82734098727886, 42.36307436505898), (-87.82608056196138, 42.37238234647971))"
2578,WAUKEGAN (UP0,"POLYGON ((-87.82736709227764 42.36299902421062, -87.82822425216646 42.3632218556953, -87.82610768668498 42.37238614236563, -87.82582965241251 42.36846005491133, -87.82736709227764 42.36299902421062))","((-87.82736709227764, 42.36299902421062), (-87.82610768668498, 42.37238614236563))"
2579,WEST,"POLYGON ((-88.90152583968501 42.24596351642628, -88.88831069533452 42.24955514097263, -88.88026615949794 42.24994376700178, -88.88331221032185 42.24887433525592, -88.90152583968501 42.24596351642628))","((-88.90152583968501, 42.24596351642628), (-88.88026615949794, 42.24994376700178))"
2580,WEST,"POLYGON ((-94.61927946819183 39.13993441172155, -94.6197270879408 39.13916275079231, -94.63605055807855 39.14671453719101, -94.62560176375386 39.14375413090274, -94.61927946819183 39.13993441172155))","((-94.61927946819183, 39.139934411721555), (-94.63605055807855, 39.14671453719101))"
2581,WEST,"POLYGON ((-94.81781096933511 29.2986681989116, -94.81797594210487 29.29954349028678, -94.80896186620892 29.3020238026278, -94.81035902243154 29.29969325066772, -94.81781096933511 29.2986681989116))","((-94.81781096933511, 29.298668198911596), (-94.80896186620892, 29.302023802627797))"
2582,WEST CHICAGO,"POLYGON ((-88.24314613512257 41.88247788027029, -88.21517811847107 41.88608093156725, -88.20964157752137 41.88341356311091, -88.2100813135899 41.88296506102675, -88.24314613512257 41.88247788027029))","((-88.24314613512257, 41.882477880270294), (-88.20964157752137, 41.883413563110906))"
2583,WEST COLTON YARD,"POLYGON ((-117.3508325268095 34.06289856595322, -117.3845170965398 34.0631010870886, -117.4354069545698 34.06676400823953, -117.3344247803437 34.06662875181316, -117.3508325268095 34.06289856595322))","((-117.4354069545698, 34.06676400823953), (-117.33442478034367, 34.06662875181316))"
2584,WEST ELK MINE YARD,"POLYGON ((-107.445785422925 38.92814321591749, -107.4490837170912 38.92965645501385, -107.4386758573863 38.9288315671978, -107.4390652166669 38.92832972245935, -107.445785422925 38.92814321591749))","((-107.44908371709121, 38.92965645501385), (-107.43867585738631, 38.9288315671978))"
2585,WEST FRANKFORT,"POLYGON ((-88.9278901736221 37.89972844934879, -88.92878656523378 37.89976704515281, -88.92842729478228 37.91264753020088, -88.92752535708553 37.90823127604458, -88.9278901736221 37.89972844934879))","((-88.9278901736221, 37.899728449348785), (-88.92842729478228, 37.91264753020088))"
2586,WEST GLENWOOD,"POLYGON ((-107.3375831971148 39.55305974090874, -107.3382396042748 39.55258683548121, -107.3487614013025 39.55880524014429, -107.3403396116927 39.55753570130297, -107.3375831971148 39.55305974090874))","((-107.33758319711481, 39.55305974090874), (-107.34876140130254, 39.55880524014429))"
2587,WEST OAKLAND YARD,"POLYGON ((-122.3059328152697 37.7943630876719, -122.3215452825466 37.80443330702744, -122.3272932125257 37.81065427498009, -122.2815866827161 37.79746315076087, -122.3059328152697 37.7943630876719))","((-122.32729321252569, 37.81065427498009), (-122.28158668271614, 37.79746315076087))"
2588,WEST OAKLNAD YARD,"POLYGON ((-122.2875719295208 37.79946984768439, -122.2876054537921 37.79858943534283, -122.2890842661879 37.79919249026682, -122.2887115261369 37.79970683094957, -122.2875719295208 37.79946984768439))","((-122.28760545379212, 37.79858943534283), (-122.28908426618787, 37.79919249026682))"
2589,WEST POCATELLO STORAGE,"POLYGON ((-112.4744971520683 42.88614322611693, -112.4750354739789 42.88543454141627, -112.49837715869 42.89909537104816, -112.4805310736792 42.89209655022543, -112.4744971520683 42.88614322611693))","((-112.47449715206834, 42.88614322611693), (-112.49837715868996, 42.89909537104816))"
2590,WEST YARD,"POLYGON ((-94.67131398020584 39.09742356829328, -94.69327396363359 39.10371446852552, -94.69357768210138 39.1042818438136, -94.68021014003152 39.10260328392323, -94.67131398020584 39.09742356829328))","((-94.67131398020584, 39.09742356829328), (-94.69357768210138, 39.104281843813595))"
2591,WEST YARD - OGDEN,"POLYGON ((-111.9842902159568 41.20392474057198, -111.9851644121866 41.20400761030111, -111.9884082205076 41.23522752178542, -111.9795187128362 41.22324144586937, -111.9842902159568 41.20392474057198))","((-111.98429021595676, 41.203924740571985), (-111.98840822050762, 41.23522752178542))"
2592,WESTERN AVE YARD,"POLYGON ((-93.1177319450815 44.92885412750512, -93.11595894503971 44.93204467459388, -93.11244076757795 44.93436454259601, -93.11243096461054 44.9337054447193, -93.1177319450815 44.92885412750512))","((-93.1177319450815, 44.92885412750512), (-93.11244076757795, 44.93436454259601))"
2593,WICHITA,"POLYGON ((-97.32759044300799 37.72276833393779, -97.31758155385604 37.74014449376561, -97.29965595896435 37.74165103413379, -97.29978432138509 37.74102823989119, -97.32759044300799 37.72276833393779))","((-97.32759044300799, 37.722768333937786), (-97.29965595896435, 37.74165103413379))"
2594,WICHITA FALLS,"POLYGON ((-98.48424980730746 33.91102255434215, -98.48535679030732 33.91054184843524, -98.48847521358471 33.91379799439902, -98.48784760265062 33.91393535225778, -98.48424980730746 33.91102255434215))","((-98.48424980730746, 33.911022554342146), (-98.4884752135847, 33.91379799439902))"
2595,WILDCAT MINERALS TERMINAL,"POLYGON ((-102.2961172084458 31.87248806552243, -102.2983856768568 31.87919011813447, -102.2946371858969 31.88204935538551, -102.2955936662359 31.87290864450528, -102.2961172084458 31.87248806552243))","((-102.29611720844575, 31.872488065522433), (-102.2946371858969, 31.88204935538551))"
2596,WILDS YARD,"POLYGON ((-119.2077242625087 34.16933047988926, -119.2086203222513 34.16929084252686, -119.2082310796581 34.175852034772, -119.2076855936287 34.17519426737957, -119.2077242625087 34.16933047988926))","((-119.20862032225126, 34.16929084252686), (-119.2082310796581, 34.175852034772))"
2597,WINNEMUCCA,"POLYGON ((-117.7671903971135 40.96496496154725, -117.7675349184296 40.96579411840674, -117.7434298043696 40.97581630801313, -117.7476108222559 40.97331599225677, -117.7671903971135 40.96496496154725))","((-117.76719039711354, 40.964964961547246), (-117.74342980436955, 40.97581630801313))"
2598,WORTHINGTON,"POLYGON ((-95.5960605458164 43.61663153720868, -95.59648474904182 43.61741981242494, -95.58364119064284 43.62524973884973, -95.58578255905584 43.6230232769668, -95.5960605458164 43.61663153720868))","((-95.5960605458164, 43.616631537208676), (-95.58364119064284, 43.62524973884973))"
2599,WUNPOST YARD,"POLYGON ((-120.8604953469277 35.92663261514907, -120.8650061233343 35.93452190162557, -120.8628265975285 35.9437444145841, -120.8623287841677 35.94334717690467, -120.8604953469277 35.92663261514907))","((-120.86049534692772, 35.926632615149074), (-120.86282659752852, 35.9437444145841))"
2600,WYNNE,"POLYGON ((-90.79145402651238 35.22724404505595, -90.79213750709991 35.22862726514483, -90.78961202600647 35.23757508783163, -90.78949317097661 35.23546793903769, -90.79145402651238 35.22724404505595))","((-90.79145402651238, 35.22724404505595), (-90.78961202600647, 35.23757508783163))"
2601,YARD CENTER,"POLYGON ((-87.61178831659839 41.60158021116165, -87.61266569139185 41.60171379494324, -87.61234247773137 41.62917044130604, -87.60926843974262 41.61420360824249, -87.61178831659839 41.60158021116165))","((-87.61178831659839, 41.601580211161654), (-87.61234247773137, 41.629170441306044))"
